DATE,GVZ,OVX,TLT_IV30,VIX,VXEEM,VXN
2000-05-05,,,,28.5,,
2000-05-08,,,,28.5625,,
2000-05-09,,,,28.755000000000003,,
2000-05-10,,,,29.762500000000003,,
2000-05-11,,,,28.427500000000002,,
2000-05-12,,,,26.08,,
2000-05-15,,,,25.7075,,
2000-05-16,,,,24.51,,
2000-05-17,,,,24.3625,,
2000-05-18,,,,23.675000000000004,,
2000-05-19,,,,25.322499999999998,,
2000-05-22,,,,26.5325,,
2000-05-23,,,,25.677500000000002,,
2000-05-24,,,,25.299999999999997,,
2000-05-25,,,,24.3325,,
2000-05-26,,,,24.5475,,
2000-05-30,,,,24.1475,,
2000-05-31,,,,23.765,,
2000-06-01,,,,22.772499999999997,,
2000-06-02,,,,21.445,,
2000-06-05,,,,22.9125,,
2000-06-06,,,,23.0525,,
2000-06-07,,,,22.8475,,
2000-06-08,,,,23.107499999999998,,
2000-06-09,,,,22.174999999999997,,
2000-06-12,,,,22.354999999999997,,
2000-06-13,,,,22.485000000000003,,
2000-06-14,,,,21.4575,,
2000-06-15,,,,21.0625,,
2000-06-16,,,,20.56,,
2000-06-19,,,,20.8725,,
2000-06-20,,,,20.904999999999998,,
2000-06-21,,,,20.845,,
2000-06-22,,,,21.814999999999998,,
2000-06-23,,,,22.3275,,
2000-06-26,,,,23.69,,
2000-06-27,,,,21.9275,,
2000-06-28,,,,21.005000000000003,,
2000-06-29,,,,20.3125,,
2000-06-30,,,,19.5975,,
2000-07-03,,,,20.17,,
2000-07-05,,,,21.0,,
2000-07-06,,,,20.995,,
2000-07-07,,,,19.58,,
2000-07-10,,,,20.31,,
2000-07-11,,,,19.9075,,
2000-07-12,,,,20.14,,
2000-07-13,,,,19.965,,
2000-07-14,,,,19.3325,,
2000-07-17,,,,19.6825,,
2000-07-18,,,,19.675,,
2000-07-19,,,,19.487499999999997,,
2000-07-20,,,,19.0125,,
2000-07-21,,,,19.035,,
2000-07-24,,,,19.6075,,
2000-07-25,,,,19.485,,
2000-07-26,,,,19.6925,,
2000-07-27,,,,19.5775,,
2000-07-28,,,,20.12,,
2000-07-31,,,,20.8575,,
2000-08-01,,,,20.58,,
2000-08-02,,,,20.055,,
2000-08-03,,,,20.08,,
2000-08-04,,,,18.7175,,
2000-08-07,,,,19.1525,,
2000-08-08,,,,18.875,,
2000-08-09,,,,18.994999999999997,,
2000-08-10,,,,19.044999999999998,,
2000-08-11,,,,18.8775,,
2000-08-14,,,,18.4225,,
2000-08-15,,,,18.02,,
2000-08-16,,,,17.91,,
2000-08-17,,,,17.7325,,
2000-08-18,,,,17.18,,
2000-08-21,,,,17.5075,,
2000-08-22,,,,17.599999999999998,,
2000-08-23,,,,17.5125,,
2000-08-24,,,,17.25,,
2000-08-25,,,,16.759999999999998,,
2000-08-28,,,,16.759999999999998,,
2000-08-29,,,,16.877499999999998,,
2000-08-30,,,,17.4725,,
2000-08-31,,,,17.0925,,
2000-09-01,,,,17.145,,
2000-09-05,,,,19.555,,
2000-09-06,,,,20.277500000000003,,
2000-09-07,,,,19.935000000000002,,
2000-09-08,,,,18.7,,
2000-09-11,,,,18.71,,
2000-09-12,,,,18.5275,,
2000-09-13,,,,18.5,,
2000-09-14,,,,18.2425,,
2000-09-15,,,,18.335,,
2000-09-18,,,,19.565,,
2000-09-19,,,,19.8875,,
2000-09-20,,,,20.255000000000003,,
2000-09-21,,,,20.2675,,
2000-09-22,,,,21.557499999999997,,
2000-09-25,,,,21.145,,
2000-09-26,,,,21.6425,,
2000-09-27,,,,21.7175,,
2000-09-28,,,,20.365000000000002,,
2000-09-29,,,,20.205,,
2000-10-02,,,,21.142500000000002,,
2000-10-03,,,,21.275,,
2000-10-04,,,,21.8975,,
2000-10-05,,,,21.0,,
2000-10-06,,,,21.755000000000003,,
2000-10-09,,,,24.06,,
2000-10-10,,,,24.342499999999998,,
2000-10-11,,,,26.814999999999998,,
2000-10-12,,,,28.805000000000003,,
2000-10-13,,,,28.465000000000003,,
2000-10-16,,,,27.089999999999996,,
2000-10-17,,,,27.1275,,
2000-10-18,,,,29.5975,,
2000-10-19,,,,25.94,,
2000-10-20,,,,24.13,,
2000-10-23,,,,24.667499999999997,,
2000-10-24,,,,24.207500000000003,,
2000-10-25,,,,26.005000000000003,,
2000-10-26,,,,27.942500000000003,,
2000-10-27,,,,27.1025,,
2000-10-30,,,,25.810000000000002,,
2000-10-31,,,,24.16,,
2000-11-01,,,,24.28,,
2000-11-02,,,,23.8775,,
2000-11-03,,,,23.8225,,
2000-11-06,,,,24.482499999999998,,
2000-11-07,,,,25.0425,,
2000-11-08,,,,25.285,,
2000-11-09,,,,27.157500000000002,,
2000-11-10,,,,28.3525,,
2000-11-13,,,,29.375,,
2000-11-14,,,,27.2625,,
2000-11-15,,,,26.622500000000002,,
2000-11-16,,,,25.34,,
2000-11-17,,,,25.165,,
2000-11-20,,,,26.972500000000004,,
2000-11-21,,,,27.052500000000002,,
2000-11-22,,,,27.33,,
2000-11-24,,,,26.6575,,
2000-11-27,,,,26.5375,,
2000-11-28,,,,27.3125,,
2000-11-29,,,,27.722499999999997,,
2000-11-30,,,,29.457500000000003,,
2000-12-01,,,,27.815,,
2000-12-04,,,,28.18,,
2000-12-05,,,,26.1375,,
2000-12-06,,,,24.622500000000002,,
2000-12-07,,,,25.315,,
2000-12-08,,,,23.092499999999998,,
2000-12-11,,,,23.5275,,
2000-12-12,,,,24.56,,
2000-12-13,,,,23.735,,
2000-12-14,,,,24.267500000000002,,
2000-12-15,,,,26.069999999999997,,
2000-12-18,,,,27.2025,,
2000-12-19,,,,26.8675,,
2000-12-20,,,,30.785,,
2000-12-21,,,,30.792499999999997,,
2000-12-22,,,,28.169999999999998,,
2000-12-26,,,,28.675,,
2000-12-27,,,,28.482499999999998,,
2000-12-28,,,,27.2875,,
2000-12-29,,,,26.619999999999997,,
2001-01-02,,,,29.06,,
2001-01-03,,,,28.045,,
2001-01-04,,,,26.66,,
2001-01-05,,,,28.1825,,
2001-01-08,,,,30.085,,
2001-01-09,,,,28.689999999999998,,
2001-01-10,,,,27.6025,,
2001-01-11,,,,26.207499999999996,,
2001-01-12,,,,24.9625,,
2001-01-16,,,,25.357499999999998,,
2001-01-17,,,,24.707500000000003,,
2001-01-18,,,,23.89,,
2001-01-19,,,,23.485,,
2001-01-22,,,,23.7675,,
2001-01-23,,,,22.2975,,
2001-01-24,,,,22.0725,,
2001-01-25,,,,22.5525,,
2001-01-26,,,,22.645000000000003,,
2001-01-29,,,,22.7325,,
2001-01-30,,,,22.865000000000002,,
2001-01-31,,,,22.49,,
2001-02-01,,,,22.085,,
2001-02-02,,,,21.395,,
2001-02-05,,,,22.5325,,
2001-02-06,,,,21.89,,
2001-02-07,,,,21.775,,
2001-02-08,,,,21.3625,,
2001-02-09,,,,21.775,,
2001-02-12,,,,22.485,,
2001-02-13,,,,21.4475,,
2001-02-14,,,,21.849999999999998,,
2001-02-15,,,,20.8775,,
2001-02-16,,,,21.9825,,
2001-02-20,,,,24.009999999999998,,
2001-02-21,,,,25.1525,,
2001-02-22,,,,26.772500000000004,,
2001-02-23,,,,27.987499999999997,,
2001-02-26,,,,26.380000000000003,,
2001-02-27,,,,25.917499999999997,,
2001-02-28,,,,27.3975,,
2001-03-01,,,,29.02,,
2001-03-02,,,,28.167500000000004,,
2001-03-05,,,,27.7375,,
2001-03-06,,,,26.0025,,
2001-03-07,,,,24.762500000000003,,
2001-03-08,,,,24.46,,
2001-03-09,,,,25.0775,,
2001-03-12,,,,29.119999999999997,,
2001-03-13,,,,29.1775,,
2001-03-14,,,,29.8875,,
2001-03-15,,,,28.580000000000002,,
2001-03-16,,,,29.29,,
2001-03-19,,,,30.305,,
2001-03-20,,,,30.387500000000003,,
2001-03-21,,,,31.445,,
2001-03-22,,,,33.2625,,
2001-03-23,,,,31.715,,
2001-03-26,,,,29.58,,
2001-03-27,,,,27.805,,
2001-03-28,,,,28.5075,,
2001-03-29,,,,29.11,,
2001-03-30,,,,28.755,,
2001-04-02,,,,30.345,,
2001-04-03,,,,33.94,,
2001-04-04,,,,34.075,,
2001-04-05,,,,31.209999999999997,,
2001-04-06,,,,31.085,,
2001-04-09,,,,31.944999999999997,,
2001-04-10,,,,30.0325,,
2001-04-11,,,,28.7325,,
2001-04-12,,,,27.175,,
2001-04-16,,,,26.645,,
2001-04-17,,,,25.8,,
2001-04-18,,,,24.092499999999998,,
2001-04-19,,,,24.3525,,
2001-04-20,,,,25.0,,
2001-04-23,,,,27.8475,,
2001-04-24,,,,28.0075,,
2001-04-25,,,,27.9925,,
2001-04-26,,,,26.1,,
2001-04-27,,,,24.509999999999998,,
2001-04-30,,,,24.8325,,
2001-05-01,,,,24.8475,,
2001-05-02,,,,24.46,,
2001-05-03,,,,25.762500000000003,,
2001-05-04,,,,25.1925,,
2001-05-07,,,,24.9875,,
2001-05-08,,,,24.68,,
2001-05-09,,,,24.655,,
2001-05-10,,,,23.9775,,
2001-05-11,,,,23.42,,
2001-05-14,,,,24.262500000000003,,
2001-05-15,,,,23.990000000000002,,
2001-05-16,,,,22.3625,,
2001-05-17,,,,22.0075,,
2001-05-18,,,,21.392500000000002,,
2001-05-21,,,,21.34,,
2001-05-22,,,,21.3825,,
2001-05-23,,,,21.8525,,
2001-05-24,,,,21.215000000000003,,
2001-05-25,,,,20.6975,,
2001-05-29,,,,22.150000000000002,,
2001-05-30,,,,22.642500000000002,,
2001-05-31,,,,22.7725,,
2001-06-01,,,,22.3125,,
2001-06-04,,,,21.604999999999997,,
2001-06-05,,,,20.1925,,
2001-06-06,,,,20.262500000000003,,
2001-06-07,,,,20.020000000000003,,
2001-06-08,,,,19.89,,
2001-06-11,,,,20.695,,
2001-06-12,,,,21.005,,
2001-06-13,,,,21.135,,
2001-06-14,,,,22.622500000000002,,
2001-06-15,,,,23.4125,,
2001-06-18,,,,23.224999999999998,,
2001-06-19,,,,22.372500000000002,,
2001-06-20,,,,21.9125,,
2001-06-21,,,,20.3475,,
2001-06-22,,,,19.9075,,
2001-06-25,,,,20.5425,,
2001-06-26,,,,21.2625,,
2001-06-27,,,,21.2025,,
2001-06-28,,,,19.9725,,
2001-06-29,,,,19.4225,,
2001-07-02,,,,19.25,,
2001-07-03,,,,19.105,,
2001-07-05,,,,20.080000000000002,,
2001-07-06,,,,21.3625,,
2001-07-09,,,,22.6125,,
2001-07-10,,,,22.767500000000002,,
2001-07-11,,,,24.17,,
2001-07-12,,,,22.69,,
2001-07-13,,,,21.5775,,
2001-07-16,,,,22.2725,,
2001-07-17,,,,23.0525,,
2001-07-18,,,,23.424999999999997,,
2001-07-19,,,,22.5,,
2001-07-20,,,,22.552500000000002,,
2001-07-23,,,,23.19,,
2001-07-24,,,,24.8025,,
2001-07-25,,,,24.517500000000002,,
2001-07-26,,,,23.560000000000002,,
2001-07-27,,,,22.52,,
2001-07-30,,,,22.67,,
2001-07-31,,,,21.7925,,
2001-08-01,,,,20.662499999999998,,
2001-08-02,,,,20.1475,,
2001-08-03,,,,20.245,,
2001-08-06,,,,21.525,,
2001-08-07,,,,21.17,,
2001-08-08,,,,21.7825,,
2001-08-09,,,,21.96,,
2001-08-10,,,,20.7525,,
2001-08-13,,,,20.482499999999998,,
2001-08-14,,,,20.224999999999998,,
2001-08-15,,,,20.45,,
2001-08-16,,,,21.502499999999998,,
2001-08-17,,,,22.9825,,
2001-08-20,,,,23.855,,
2001-08-21,,,,23.2725,,
2001-08-22,,,,22.6925,,
2001-08-23,,,,22.1225,,
2001-08-24,,,,20.505000000000003,,
2001-08-27,,,,20.51,,
2001-08-28,,,,21.479999999999997,,
2001-08-29,,,,22.495,,
2001-08-30,,,,24.3925,,
2001-08-31,,,,25.0275,,
2001-09-04,,,,25.58,,
2001-09-05,,,,26.54,,
2001-09-06,,,,27.95,,
2001-09-07,,,,30.275,,
2001-09-10,,,,32.5325,,
2001-09-17,,,,42.265,,
2001-09-18,,,,40.245000000000005,,
2001-09-19,,,,40.05,,
2001-09-20,,,,42.5175,,
2001-09-21,,,,45.9,,
2001-09-24,,,,39.44,,
2001-09-25,,,,36.485,,
2001-09-26,,,,35.1225,,
2001-09-27,,,,34.8875,,
2001-09-28,,,,32.457499999999996,,
2001-10-01,,,,33.027499999999996,,
2001-10-02,,,,31.847499999999997,,
2001-10-03,,,,31.840000000000003,,
2001-10-04,,,,31.4525,,
2001-10-05,,,,33.275,,
2001-10-08,,,,35.45,,
2001-10-09,,,,35.022499999999994,,
2001-10-10,,,,32.82,,
2001-10-11,,,,31.354999999999997,,
2001-10-12,,,,34.145,,
2001-10-15,,,,36.0625,,
2001-10-16,,,,33.964999999999996,,
2001-10-17,,,,33.7625,,
2001-10-18,,,,35.207499999999996,,
2001-10-19,,,,34.555,,
2001-10-22,,,,33.3875,,
2001-10-23,,,,32.0,,
2001-10-24,,,,31.3325,,
2001-10-25,,,,31.057499999999997,,
2001-10-26,,,,29.142500000000002,,
2001-10-29,,,,31.0125,,
2001-10-30,,,,33.6175,,
2001-10-31,,,,33.135000000000005,,
2001-11-01,,,,33.2125,,
2001-11-02,,,,31.572500000000005,,
2001-11-05,,,,30.77,,
2001-11-06,,,,29.8375,,
2001-11-07,,,,29.0475,,
2001-11-08,,,,28.36,,
2001-11-09,,,,28.205,,
2001-11-12,,,,30.567500000000003,,
2001-11-13,,,,27.195,,
2001-11-14,,,,26.532500000000002,,
2001-11-15,,,,25.97,,
2001-11-16,,,,25.4525,,
2001-11-19,,,,24.945,,
2001-11-20,,,,24.1125,,
2001-11-21,,,,24.0775,,
2001-11-23,,,,23.53,,
2001-11-26,,,,24.125,,
2001-11-27,,,,23.78,,
2001-11-28,,,,25.167500000000004,,
2001-11-29,,,,25.735,,
2001-11-30,,,,24.4475,,
2001-12-03,,,,25.897499999999997,,
2001-12-04,,,,24.83,,
2001-12-05,,,,22.974999999999998,,
2001-12-06,,,,23.675000000000004,,
2001-12-07,,,,23.569999999999997,,
2001-12-10,,,,25.26,,
2001-12-11,,,,25.0875,,
2001-12-12,,,,25.11,,
2001-12-13,,,,25.5875,,
2001-12-14,,,,24.9175,,
2001-12-17,,,,24.575,,
2001-12-18,,,,23.405,,
2001-12-19,,,,22.88,,
2001-12-20,,,,23.1,,
2001-12-21,,,,22.822499999999998,,
2001-12-24,,,,22.852500000000003,,
2001-12-26,,,,22.270000000000003,,
2001-12-27,,,,21.8,,
2001-12-28,,,,21.377499999999998,,
2001-12-31,,,,23.139999999999997,,
2002-01-02,,,,23.35,,
2002-01-03,,,,21.83,,
2002-01-04,,,,20.8375,,
2002-01-07,,,,21.7125,,
2002-01-08,,,,21.7575,,
2002-01-09,,,,21.627499999999998,,
2002-01-10,,,,22.3,,
2002-01-11,,,,22.4125,,
2002-01-14,,,,23.7,,
2002-01-15,,,,23.1025,,
2002-01-16,,,,23.335,,
2002-01-17,,,,22.8175,,
2002-01-18,,,,22.694999999999997,,
2002-01-22,,,,23.2825,,
2002-01-23,,,,22.612499999999997,,
2002-01-24,,,,21.104999999999997,,
2002-01-25,,,,21.17,,
2002-01-28,,,,21.342499999999998,,
2002-01-29,,,,22.737499999999997,,
2002-01-30,,,,24.474999999999998,,
2002-01-31,,,,21.8325,,
2002-02-01,,,,21.155,,
2002-02-04,,,,23.87,,
2002-02-05,,,,25.352500000000003,,
2002-02-06,,,,26.07,,
2002-02-07,,,,25.47,,
2002-02-08,,,,23.890000000000004,,
2002-02-11,,,,22.91,,
2002-02-12,,,,21.950000000000003,,
2002-02-13,,,,20.872500000000002,,
2002-02-14,,,,21.732499999999998,,
2002-02-15,,,,22.17,,
2002-02-19,,,,24.192500000000003,,
2002-02-20,,,,23.5,,
2002-02-21,,,,23.062499999999996,,
2002-02-22,,,,23.5225,,
2002-02-25,,,,22.365000000000002,,
2002-02-26,,,,21.660000000000004,,
2002-02-27,,,,21.4775,,
2002-02-28,,,,21.2525,,
2002-03-01,,,,20.490000000000002,,
2002-03-04,,,,20.622500000000002,,
2002-03-05,,,,20.605,,
2002-03-06,,,,20.0625,,
2002-03-07,,,,20.384999999999998,,
2002-03-08,,,,19.63,,
2002-03-11,,,,20.2075,,
2002-03-12,,,,20.047500000000003,,
2002-03-13,,,,19.645,,
2002-03-14,,,,19.2975,,
2002-03-15,,,,18.6025,,
2002-03-18,,,,18.964999999999996,,
2002-03-19,,,,18.3525,,
2002-03-20,,,,18.560000000000002,,
2002-03-21,,,,18.435000000000002,,
2002-03-22,,,,18.0275,,
2002-03-25,,,,18.355,,
2002-03-26,,,,18.205,,
2002-03-27,,,,17.8775,,
2002-03-28,,,,17.29,,
2002-04-01,,,,18.9575,,
2002-04-02,,,,19.2025,,
2002-04-03,,,,19.869999999999997,,
2002-04-04,,,,19.807499999999997,,
2002-04-05,,,,19.16,,
2002-04-08,,,,19.997500000000002,,
2002-04-09,,,,19.4525,,
2002-04-10,,,,18.715,,
2002-04-11,,,,19.482499999999998,,
2002-04-12,,,,19.720000000000002,,
2002-04-15,,,,19.905,,
2002-04-16,,,,18.445,,
2002-04-17,,,,18.425,,
2002-04-18,,,,18.6825,,
2002-04-19,,,,18.35,,
2002-04-22,,,,19.6525,,
2002-04-23,,,,19.76,,
2002-04-24,,,,20.337500000000002,,
2002-04-25,,,,21.267500000000002,,
2002-04-26,,,,21.4175,,
2002-04-29,,,,23.6725,,
2002-04-30,,,,22.9025,,
2002-05-01,,,,20.86,,
2002-05-02,,,,20.15,,
2002-05-03,,,,20.3625,,
2002-05-06,,,,21.7375,,
2002-05-07,,,,22.1375,,
2002-05-08,,,,20.802500000000002,,
2002-05-09,,,,21.2125,,
2002-05-10,,,,22.18,,
2002-05-13,,,,21.4725,,
2002-05-14,,,,19.625,,
2002-05-15,,,,19.21,,
2002-05-16,,,,18.9,,
2002-05-17,,,,17.995,,
2002-05-20,,,,19.045,,
2002-05-21,,,,19.5475,,
2002-05-22,,,,20.02,,
2002-05-23,,,,18.657500000000002,,
2002-05-24,,,,18.5925,,
2002-05-28,,,,20.34,,
2002-05-29,,,,20.330000000000002,,
2002-05-30,,,,20.8725,,
2002-05-31,,,,19.9825,,
2002-06-03,,,,22.085,,
2002-06-04,,,,23.905,,
2002-06-05,,,,23.09,,
2002-06-06,,,,23.6775,,
2002-06-07,,,,24.650000000000002,,
2002-06-10,,,,23.8075,,
2002-06-11,,,,23.7175,,
2002-06-12,,,,24.42,,
2002-06-13,,,,24.799999999999997,,
2002-06-14,,,,27.2425,,
2002-06-17,,,,25.27,,
2002-06-18,,,,24.465,,
2002-06-19,,,,25.46,,
2002-06-20,,,,26.785,,
2002-06-21,,,,27.7375,,
2002-06-24,,,,27.5975,,
2002-06-25,,,,26.915,,
2002-06-26,,,,29.45,,
2002-06-27,,,,27.372499999999995,,
2002-06-28,,,,25.475,,
2002-07-01,,,,26.4025,,
2002-07-02,,,,28.465000000000003,,
2002-07-03,,,,29.5225,,
2002-07-05,,,,26.8475,,
2002-07-08,,,,28.3625,,
2002-07-09,,,,29.0775,,
2002-07-10,,,,32.61,,
2002-07-11,,,,34.6175,,
2002-07-12,,,,33.4875,,
2002-07-15,,,,35.835,,
2002-07-16,,,,36.16,,
2002-07-17,,,,35.0125,,
2002-07-18,,,,34.7975,,
2002-07-19,,,,37.185,,
2002-07-22,,,,40.5375,,
2002-07-23,,,,43.8425,,
2002-07-24,,,,44.08,,
2002-07-25,,,,40.214999999999996,,
2002-07-26,,,,37.107499999999995,,
2002-07-29,,,,32.575,,
2002-07-30,,,,31.8325,,
2002-07-31,,,,32.63,,
2002-08-01,,,,34.86,,
2002-08-02,,,,39.9025,,
2002-08-05,,,,43.5025,,
2002-08-06,,,,42.1075,,
2002-08-07,,,,39.8675,,
2002-08-08,,,,37.5275,,
2002-08-09,,,,36.22749999999999,,
2002-08-12,,,,37.1575,,
2002-08-13,,,,36.142500000000005,,
2002-08-14,,,,34.065,,
2002-08-15,,,,30.715000000000003,,
2002-08-16,,,,29.1625,,
2002-08-19,,,,29.0575,,
2002-08-20,,,,29.627499999999998,,
2002-08-21,,,,28.885,,
2002-08-22,,,,28.16,,
2002-08-23,,,,28.754999999999995,,
2002-08-26,,,,30.544999999999998,,
2002-08-27,,,,30.0825,,
2002-08-28,,,,32.3375,,
2002-08-29,,,,34.43000000000001,,
2002-08-30,,,,32.962500000000006,,
2002-09-03,,,,38.545,,
2002-09-04,,,,38.3525,,
2002-09-05,,,,39.265,,
2002-09-06,,,,36.6375,,
2002-09-09,,,,37.80500000000001,,
2002-09-10,,,,35.53,,
2002-09-11,,,,34.83,,
2002-09-12,,,,36.895,,
2002-09-13,,,,37.095,,
2002-09-16,,,,37.3175,,
2002-09-17,,,,36.9325,,
2002-09-18,,,,38.2175,,
2002-09-19,,,,40.0475,,
2002-09-20,,,,39.464999999999996,,
2002-09-23,,,,40.225,,
2002-09-24,,,,40.595000000000006,,
2002-09-25,,,,38.4225,,
2002-09-26,,,,35.36,,
2002-09-27,,,,35.7425,,
2002-09-30,,,,40.3775,,
2002-10-01,,,,35.6875,,
2002-10-02,,,,35.845,,
2002-10-03,,,,37.125,,
2002-10-04,,,,39.4,,
2002-10-07,,,,42.06999999999999,,
2002-10-08,,,,41.627500000000005,,
2002-10-09,,,,42.0425,,
2002-10-10,,,,38.4025,,
2002-10-11,,,,35.947500000000005,,
2002-10-14,,,,36.54,,
2002-10-15,,,,34.22,,
2002-10-16,,,,35.5225,,
2002-10-17,,,,34.4825,,
2002-10-18,,,,34.05,,
2002-10-21,,,,34.25,,
2002-10-22,,,,34.212500000000006,,
2002-10-23,,,,34.0175,,
2002-10-24,,,,33.495000000000005,,
2002-10-25,,,,31.654999999999998,,
2002-10-28,,,,30.957500000000003,,
2002-10-29,,,,32.215,,
2002-10-30,,,,31.755,,
2002-10-31,,,,30.9925,,
2002-11-01,,,,30.2975,,
2002-11-04,,,,30.089999999999996,,
2002-11-05,,,,31.0975,,
2002-11-06,,,,31.482500000000005,,
2002-11-07,,,,31.3625,,
2002-11-08,,,,29.9825,,
2002-11-11,,,,30.994999999999997,,
2002-11-12,,,,30.654999999999998,,
2002-11-13,,,,31.2125,,
2002-11-14,,,,29.1925,,
2002-11-15,,,,27.310000000000002,,
2002-11-18,,,,27.285,,
2002-11-19,,,,27.577499999999997,,
2002-11-20,,,,26.060000000000002,,
2002-11-21,,,,24.142500000000002,,
2002-11-22,,,,23.604999999999997,,
2002-11-25,,,,24.2575,,
2002-11-26,,,,25.31,,
2002-11-27,,,,25.947499999999998,,
2002-11-29,,,,27.285,,
2002-12-02,,,,27.925000000000004,,
2002-12-03,,,,28.0,,
2002-12-04,,,,28.95,,
2002-12-05,,,,29.765,,
2002-12-06,,,,29.732499999999998,,
2002-12-09,,,,30.509999999999998,,
2002-12-10,,,,29.585,,
2002-12-11,,,,28.3075,,
2002-12-12,,,,27.6575,,
2002-12-13,,,,28.105000000000004,,
2002-12-16,,,,27.249999999999996,,
2002-12-17,,,,26.4075,,
2002-12-18,,,,27.854999999999997,,
2002-12-19,,,,29.2975,,
2002-12-20,,,,27.660000000000004,,
2002-12-23,,,,26.8425,,
2002-12-24,,,,26.52,,
2002-12-26,,,,26.855,,
2002-12-27,,,,28.689999999999998,,
2002-12-30,,,,30.1525,,
2002-12-31,,,,28.980000000000004,,
2003-01-02,,,,27.0475,,
2003-01-03,,,,25.115000000000002,,
2003-01-06,,,,24.985,,
2003-01-07,,,,25.215,,
2003-01-08,,,,25.495,,
2003-01-09,,,,24.5175,,
2003-01-10,,,,24.445,,
2003-01-13,,,,25.002499999999998,,
2003-01-14,,,,24.762500000000003,,
2003-01-15,,,,25.305000000000003,,
2003-01-16,,,,25.105,,
2003-01-17,,,,25.5725,,
2003-01-21,,,,27.192500000000003,,
2003-01-22,,,,28.505,,
2003-01-23,,,,28.197499999999998,,
2003-01-24,,,,30.21,,
2003-01-27,,,,34.075,,
2003-01-28,,,,33.160000000000004,,
2003-01-29,,,,32.0,,
2003-01-30,,,,31.214999999999996,,
2003-01-31,,,,31.1475,,
2003-02-03,,,,31.6975,,
2003-02-04,,,,32.8925,,
2003-02-05,,,,32.75,,
2003-02-06,,,,33.685,,
2003-02-07,,,,33.7025,,
2003-02-10,,,,34.712500000000006,,
2003-02-11,,,,33.3875,,
2003-02-12,,,,34.0775,,
2003-02-13,,,,34.305,,
2003-02-14,,,,33.18,,
2003-02-18,,,,31.615,,
2003-02-19,,,,31.3325,,
2003-02-20,,,,31.064999999999998,,
2003-02-21,,,,30.759999999999998,,
2003-02-24,,,,31.802500000000002,,
2003-02-25,,,,32.2775,,
2003-02-26,,,,32.005,,
2003-02-27,,,,31.1525,,
2003-02-28,,,,29.592499999999998,,
